№ п/п;№ ЖДЦ;ТИП;Грузоподъёмность ;№ акта;Дата браковки;Причина;Собственник
160;52096294;90;66;706;26.09.2022;Прикрытие;"АО""НТС"""
161;57243735;66;66;706;26.09.2022;Оторвана лестница;"АО""НТС"""
162;73979718;66;66;706;26.09.2022;Оторвана лестница;"АО""НТС"""
163;53268926;66;66;706;26.09.2022;Выбита спиральная пружина;"АО""НТС"""
164;51591501;62;66;707;26.09.2022;Прикрытие;
165;53925228;72;66;707;26.09.2022;Прикрытие;
166;75060038;66;66;708;27.09.2022;Прикрытие;ТРАНСОЙЛ
167;50081298;79;66;708;27.09.2022;Прикрытие;ТРАНСОЙЛ
168;57156101;90;66;709;27.09.2022;Прикрытие;"АО""НТС"""
169;73727216;90;66;709;27.09.2022;Прикрытие;"АО""НТС"""
170;50074863;106;66;709;27.09.2022;не обработана под налив;ТРАНСОЙЛ
171;55052120;90;66;710;27.09.2022;Прикрытие;"АО""НТС"""
172;75007575;106;66;710;27.09.2022;Прикрытие;"АО""НТС"""
173;75170233;92;69;710;27.09.2022;выгрузка;
174;51580652;81;65;710;27.09.2022;Прикрытие;РН-Транс
175;51542611;81;65;710;27.09.2022;Прикрытие;РН-Транс
176;73995227;66;66;711;28.09.2022;Прикрытие;ТРАНСОЙЛ
177;75054858;106;66;711;28.09.2022;Прикрытие;ТРАНСОЙЛ
178;58295734;62;60;711;28.09.2022;текущий ремонт нет ВУ-20;"АО""НТС"""
179;54704796;106;66;712;28.09.2022;Прикрытие;"АО""НТС"""
180;73070526;90;66;712;28.09.2022;Прикрытие;"АО""НТС"""
181;54734876;66;66;712;28.09.2022;тонкий гребень;ТРАНСОЙЛ
182;51579837;72;65;713;28.09.2022;Прикрытие;РН-Транс
183;51273597;85;65;713;28.09.2022;Прикрытие;РН-Транс
184;50737097;66;68;714;29.09.2022;Прикрытие;ТРАНСОЙЛ
185;74936279;92;66;714;29.09.2022;Прикрытие;"АО""НТС"""
186;50553932;66;68;714;29.09.2022;идёт в ремонт;РН-Транс
187;57191843;66;66;714;29.09.2022;брак по стояку;"АО""НТС"""
188;75062232;106;66;715;29.09.2022;Прикрытие;"АО""НТС"""
189;55305551;66;66;715;29.09.2022;Прикрытие;"АО""НТС"""
190;50048883;62;60;715;29.09.2022;Выбита спиральная пружина;ЭКЗА (РН-Транс)
191;54618228;106;66;715;29.09.2022;прокачка;"АО""НТС"""
192;52095593;90;66;716;29.09.2022;Прикрытие;"АО""НТС"""
193;51411866;66;65;716;29.09.2022;Прикрытие;ТРАНСОЙЛ
194;50074863;106;66;716;29.09.2022;Не обработан под налив;ТРАНСОЙЛ
195;50647775;106;66;717;30.09.2022;Прикрытие;"АО""НТС"""
196;50077494;66;68;717;30.09.2022;Прикрытие;"АО""НТС"""
197;50623982;66;68;717;30.09.2022;нет в базе ;
198;57227969;106;66;718;30.09.2022;Прикрытие;"АО""НТС"""
199;57409880;90;66;718;30.09.2022;Прикрытие;"АО""НТС"""
200;55950216;90;66;719;30.09.2022;Прикрытие;ТРАНСОЙЛ
201;75053074;106;66;719;30.09.2022;Прикрытие;"АО""НТС"""
1;57227969;106;66;720;01.10.2022;прикрытие;"АО""НТС"""
2;57409880;90;66;720;01.10.2022;прикрытие;"АО""НТС"""
3;50151943;106;66;721;01.10.2022;прикрытие;"АО""НТС"""
4;75049981;66;66;721;01.10.2022;прикрытие;"АО""НТС"""
5;50553932;66;68;721;01.10.2022;идёт в ремонт;РН-Транс
6;53268926;66;66;722;02.10.2022;прикрытие;"АО""НТС"""
7;50590827;66;68;722;02.10.2022;прикрытие;
8;53978771;85;66;723;02.10.2022;прикрытие;"АО""НТС"""
9;75112482;106;66;723;02.10.2022;прикрытие;"АО""НТС"""
10;55947105;106;66;724;03.10.2022;прикрытие;"АО""НТС"""
11;51052413;66;68;724;03.10.2022;прикрытие;"АО""НТС"""
12;50785914;79;66;724;03.10.2022;выщербина обода колеса;ТРАНСОЙЛ
13;57348922;90;66;725;03.10.2022;прикрытие;"АО""НТС"""
14;74910142;92;66;725;03.10.2022;прикрытие;"АО""НТС"""
15;52130895;106;66;725;03.10.2022;Выбита спиральная пружина;"АО""НТС"""
16;53131861;62;66;726;03.10.2022;Прикрытие;
17;75124727;106;66;726;03.10.2022;Прикрытие;"АО""НТС"""
18;50572619;62;60;726;03.10.2022;Не обработан под налив;ЭКЗА (РН-Транс)
19;54246632;106;66;727;04.10.2022;Прикрытие;"АО""НТС"""
20;58640483;106;66;727;04.10.2022;Прикрытие;"АО""НТС"""
21;54098876;66;66;728;04.10.2022;Прикрытие;"АО""НТС"""
22;54099635;66;66;728;04.10.2022;Прикрытие;"АО""НТС"""
23;73971855;66;66;729;05.10.2022;Прикрытие;"АО""НТС"""
24;75055046;106;66;729;05.10.2022;Прикрытие;"АО""НТС"""
25;51880508;106;66;730;05.10.2022;Прикрытие;"АО""НТС"""
26;75085829;66;66;730;05.10.2022;Прикрытие;"АО""НТС"""
27;51579902;72;65;730;05.10.2022;Тонкий гребень;РН-Транс
28;54594205;106;66;731;05.10.2022;Прикрытие;"АО""НТС"""
29;75108555;106;66;731;05.10.2022;Прикрытие;"АО""НТС"""
30;54246632;106;66;732;06.10.2022;прикрытие;"АО""НТС"""
31;58640483;106;66;732;06.10.2022;прикрытие;"АО""НТС"""
32;75092460;101;68;732;06.10.2022;Тонкий гребень;"АО""НТС"""
33;73911760;106;66;733;06.10.2022;прикрытие;"АО""НТС"""
34;75129650;92;66;733;06.10.2022;прикрытие;"АО""НТС"""
35;50048883;62;60;734;06.10.2022;прикрытие;ЭКЗА (РН-Транс)
36;51529386;72;66;734;06.10.2022;прикрытие;
37;73068579;90;66;735;07.10.2022;прикрытие;ТРАНСОЙЛ
38;54702022;90;66;735;07.10.2022;прикрытие;"АО""НТС"""
39;73266074;90;66;735;07.10.2022;прокачка;ТРАНСОЙЛ
40;55304745;66;66;736;07.10.2022;Прикрытие;"АО""НТС"""
41;74925553;101;68;736;07.10.2022;Прикрытие;ТРАНСОЙЛ
42;51580835;72;65;736;07.10.2022;Не исправен поглощающий аппарат;РН-Транс
43;54246632;106;66;737;07.10.2022;Прикрытие;"АО""НТС"""
44;58640483;106;66;737;07.10.2022;Прикрытие;"АО""НТС"""
45;50553932;66;68;738;07.10.2022;Прикрытие;"АО""ННК"""
46;75036475;66;66;738;07.10.2022;Прикрытие;"АО""НТС"""
47;54246632;106;66;739;08.10.2022;прикрытие;"АО""НТС"""
48;58640483;106;66;739;08.10.2022;прикрытие;"АО""НТС"""
49;73912677;106;66;739;08.10.2022;не оформлен;"АО""НТС"""
50;73971855;66;66;740;08.10.2022;прикрытие;"АО""НТС"""
51;51401644;66;65;740;08.10.2022;прикрытие;ТРАНСОЙЛ
52;50048883;62;60;740;08.10.2022;В РЕМОНТ;ЭКЗА (РН-Транс)
53;54702022;90;66;741;09.10.2022;прикрытие;"АО""НТС"""
54;73266074;90;66;741;09.10.2022;прикрытие;ТРАНСОЙЛ
55;73540585;90;66;742;09.10.2022;прикрытие;"АО""НТС"""
56;75121129;106;66;742;09.10.2022;прикрытие;"АО""НТС"""
57;57111379;101;68;742;09.10.2022;Несоотв зазоров скользуна;"АО""НТС"""
58;58642273;106;66;743;09.10.2022;прикрытие;"АО""НТС"""
59;73991366;106;66;743;09.10.2022;прикрытие;ТРАНСОЙЛ
60;51551406;66;65;1000;10.10.2022;прикрытие;
61;74910878;101;68;1000;10.10.2022;прикрытие;"АО""НТС"""
62;75049635;66;66;744;10.10.2022;прикрытие;"АО""НТС"""
63;75105460;106;66;744;10.10.2022;прикрытие;"АО""НТС"""
64;51417392;72;66;744;10.10.2022;несоотв-е зазоров скользунов;"АО""НТС"""
65;74921180;66;66;745;10.10.2022;прикрытие;"АО""НТС"""
66;74921164;66;66;745;10.10.2022;прикрытие;"АО""НТС"""
67;50681196;66;68;746;10.10.2022;Прикрытие;"АО""НТС"""
68;54705413;66;66;746;10.10.2022;Прикрытие;НефтеТрансСервис
69;57220469;66;66;746;10.10.2022;В РЕМОНТ;ТРАНСОЙЛ
70;52130895;106;66;746;10.10.2022;акт под ДТ;"АО""НТС"""
71;54593884;106;66;746;10.10.2022;Выбита спиральная пружина;ТРАНСОЙЛ
72;76828623;90;66;747;10.10.2022;Прикрытие;"АО""НТС"""
73;50571918;66;68;747;10.10.2022;Прикрытие;
74;54599584;66;66;747;10.10.2022;завышение фрикц.клина;"АО""НТС"""
75;51459501;66;65;747;10.10.2022;нет н/заказов;ТРАНСОЙЛ
76;51844447;92;66;747;10.10.2022;нет н/заказов;"АО""НТС"""
77;58644279;90;66;747;10.10.2022;нет н/заказов;"АО""НТС"""
78;53866711;90;66;747;10.10.2022;нет н/заказов;ТРАНСОЙЛ
79;57208571;92;66;747;10.10.2022;нет н/заказов;ТРАНСОЙЛ
80;51058220;66;68;748;11.10.2022;Прикрытие;
81;57432668;66;66;748;11.10.2022;Прикрытие;
82;50644293;66;68;749;11.10.2022;Прикрытие;"АО""НТС"""
83;50778075;81;66;749;11.10.2022;Прикрытие;ТРАНСОЙЛ
84;53920021;72;66;750;12.10.2022;Прикрытие;ЭКЗА (РН-Транс)
85;50001130;62;60;750;12.10.2022;Прикрытие;ЭКЗА (РН-Транс)
86;51412401;66;65;750;12.10.2022;тонкий гребень;ТРАНСОЙЛ
87;57114142;90;66;751;12.10.2022;Прикрытие;ТРАНСОЙЛ
88;51391688;72;66;751;12.10.2022;Прикрытие;"АО""НТС"""
89;51217222;62;60;752;12.10.2022;Прикрытие;АНХК
90;51618452;86;66;752;12.10.2022;Прикрытие;ТРАНСОЙЛ
91;57139610;66;66;752;12.10.2022;нет продукта;"АО""НТС"""
92;75125161;106;66;753;13.10.2022;Прикрытие;"АО""НТС"""
93;73307886;90;66;753;13.10.2022;Прикрытие;"АО""НТС"""
94;75101758;101;68;754;13.10.2022;Прикрытие;"АО""НТС"""
95;75124651;106;66;754;13.10.2022;Прикрытие;"АО""НТС"""
96;55949432;90;66;754;13.10.2022;прокачка;"АО""НТС"""
97;50417492;90;66;755;14.10.2022;Прикрытие;"АО""НТС"""
98;54244298;106;66;755;14.10.2022;Прикрытие;"АО""НТС"""
99;57111379;101;68;755;14.10.2022;несоот-е зазора скользуна;"АО""НТС"""
100;57235053;106;66;755;14.10.2022;обрыв кронштейна;"АО""НТС"""
101;51546737;79;65;756;14.10.2022;Прикрытие;РН-Транс
102;51050615;62;60;756;14.10.2022;Прикрытие;РН-Транс
103;70726179;62;66;756;14.10.2022;нет продукта;"АО ""НТС"""
104;70726724;62;66;756;14.10.2022;нет продукта;"АО ""НТС"""
105;51529477;72;66;757;14.10.2022;Прикрытие;
106;51391688;72;66;757;14.10.2022;Прикрытие;"АО""НТС"""
107;50629864;62;67;758;15.10.2022;Прикрытие;РН-Транс
108;50437045;90;66;758;15.10.2022;Прикрытие;ТРАНСОЙЛ
109;74916115;66;66;759;15.10.2022;Прикрытие;ТРАНСОЙЛ
110;50785914;79;66;759;15.10.2022;Прикрытие;ТРАНСОЙЛ
111;75053819;106;66;759;15.10.2022;Не обработан под налив;"АО""НТС"""
112;51159325;62;60;759;15.10.2022;Нет заготовки под налив;"АО""НТС"""
113;50624139;66;68;759;15.10.2022;прокачка;РН-Транс
114;50439306;90;66;760;15.10.2022;Прикрытие;"АО ""НТС"""
115;53865473;106;66;760;15.10.2022;Прикрытие;"АО ""НТС"""
116;51618452;86;66;761;15.10.2022;Прикрытие;ТРАНСОЙЛ
117;51529477;72;66;761;15.10.2022;Прикрытие;
118;55946743;106;66;762;16.10.2022;Прикрытие;ТРАНСОЙЛ
119;75057521;101;68;762;16.10.2022;Прикрытие;"АО ""НТС"""
120;54489299;66;66;762;16.10.2022;Прикрытие;НефтеТрансСервис
121;50591379;62;60;762;16.10.2022;излом ручного тормоза;ЭКЗА (РН-Транс)
122;50553932;66;68;763;16.10.2022;Прикрытие;"АО ""ННК"""
123;54695648;90;66;763;16.10.2022;Прикрытие;ТРАНСОЙЛ
124;76847433;90;66;764;17.10.2022;Прикрытие;"АО ""НТС"""
125;74909706;92;66;764;17.10.2022;Прикрытие;"АО ""НТС"""
126;75124974;106;66;764;17.10.2022;нет н/заказов;"АО ""НТС"""
127;75180018;92;69;764;17.10.2022;нет н/заказов;"АО ""НТС"""
128;57114142;90;66;765;17.10.2022;Прикрытие;ТРАНСОЙЛ
129;50623701;66;68;765;17.10.2022;Прикрытие;РН-Транс
130;54244447;106;66;765;17.10.2022;прокачка;"АО ""НТС"""
131;56904659;90;66;766;17.10.2022;Прикрытие;"АО ""НТС"""
132;58276940;106;66;766;17.10.2022;Прикрытие;"АО ""НТС"""
133;73072688;90;66;766;17.10.2022;Не обработан под налив;"АО ""НТС"""
134;50439520;90;66;766;17.10.2022;тонкий гребень;"АО ""НТС"""
135;52114097;90;66;767;18.10.2022;Прикрытие;ТРАНСОЙЛ
136;57408544;106;66;767;18.10.2022;Прикрытие;ТРАНСОЙЛ
137;55052385;90;66;768;18.10.2022;Прикрытие;ТРАНСОЙЛ
138;58643065;90;66;768;18.10.2022;Прикрытие;ТРАНСОЙЛ
139;53888053;66;66;769;20.10.2022;Прикрытие;"АО ""НТС"""
140;75019372;106;66;769;20.10.2022;Прикрытие;"АО ""НТС"""
141;73912461;106;66;769;20.10.2022;Износ фрикционного клина;"АО ""НТС"""
142;57378598;79;66;769;20.10.2022;литьевой деффект бок. Рамы;ТРАНСОЙЛ
143;51732394;62;66;769;20.10.2022;ползун. Раковина бок.рамы;ТРАНСОЙЛ
144;73159956;90;66;770;20.10.2022;Прикрытие;ТРАНСОЙЛ
145;73971137;66;66;770;20.10.2022;Прикрытие;"АО ""НТС"""
146;50086172;62;66;771;20.10.2022;Прикрытие;"АО ""НТС"""
147;50559608;66;68;771;20.10.2022;Прикрытие;
148;50001676;62;60;771;20.10.2022;акт под ДТ;ЭКЗА (РН-Транс)
149;75102145;92;66;771;20.10.2022;тонкий гребень;"АО ""НТС"""
150;50158575;66;66;772;21.10.2022;Прикрытие;ТРАНСОЙЛ
151;51839959;92;66;772;21.10.2022;Прикрытие;"АО ""НТС"""
152;50049212;53а;60;773;22.10.2022;Прикрытие;РН-Транс
153;57371148;66;66;773;22.10.2022;Прикрытие;"АО ""НТС"""
154;73980013;66;66;773;22.10.2022;трещина зап-го рез-ра;ТРАНСОЙЛ
155;54703269;106;66;774;22.10.2022;Прикрытие;"АО ""НТС"""
156;54240247;106;66;774;22.10.2022;Прикрытие;"АО ""НТС"""
157;54244678;90;66;775;22.10.2022;Прикрытие;"АО ""НТС"""
158;58643404;90;66;775;22.10.2022;Прикрытие;"АО ""НТС"""
159;51090751;66;68;775;22.10.2022;не оформлен под налив;оренбургнефть
160;73299489;90;66;776;23.10.2022;Прикрытие;"АО ""НТС"""
161;50063353;66;66;776;23.10.2022;Прикрытие;ТРАНСОЙЛ
162;51366284;72;65;777;23.10.2022;Прикрытие;"АО ""НТС"""
163;51391035;72;66;777;23.10.2022;Прикрытие;"АО ""НТС"""
164;50553932;66;68;777;23.10.2022;заправить спиральную пружину;РН-Транс
165;50687565;106;66;778;23.10.2022;Прикрытие;"АО ""НТС"""
166;58649625;106;66;778;23.10.2022;Прикрытие;ТРАНСОЙЛ
167;73971988;66;66;779;24.10.2022;Прикрытие;ТРАНСОЙЛ
168;75054148;106;66;779;24.10.2022;Прикрытие;АО НТС
169;57255234;90;66;779;24.10.2022;тонкий гребень;ТРАНСОЙЛ
170;50147776;106;66;780;24.10.2022;Прикрытие;"АО ""НТС"""
171;57909095;66;66;780;24.10.2022;Прикрытие;"АО ""НТС"""
172;73299489;90;66;781;25.10.2022;Прикрытие;"АО ""НТС"""
173;50063353;66;66;781;25.10.2022;Прикрытие;ТРАНСОЙЛ
174;73980013;66;66;781;25.10.2022;Излом рычагов тормозной  магистрали;ТРАНСОЙЛ
175;50644319;66;68;782;25.10.2022;Прикрытие;"АО ""НТС"""
176;57356180;90;66;782;25.10.2022;Прикрытие;"АО ""НТС"""
177;73068637;90;66;783;25.10.2022;Прикрытие;"АО ""НТС"""
178;55947766;106;66;783;25.10.2022;Прикрытие;"АО ""НТС"""
179;55324479;90;66;784;26.10.2022;Прикрытие;ТРАНСОЙЛ
180;50683366;66;68;784;26.10.2022;Прикрытие;ТРАНСОЙЛ
181;51269108;66;66;784;26.10.2022;тонкий гребень;"АО ""НТС"""
182;50554013;66;68;784;26.10.2022;не исправен рукав стояка;"АО""ННК"""
183;50756949;81;66;785;26.10.2022;Прикрытие;"АО ""НТС"""
184;57157661;90;66;785;26.10.2022;Прикрытие;"АО ""НТС"""
185;73971988;66;66;786;26.10.2022;Прикрытие;ТРАНСОЙЛ
186;75054148;106;66;786;26.10.2022;Прикрытие;"АО ""НТС"""
187;73057572;90;66;787;27.10.2022;Прикрытие;"АО ""НТС"""
188;54699087;90;66;787;27.10.2022;Прикрытие;"АО ""НТС"""
189;57121733;101;68;787;27.10.2022;До ремонта 27 дней;"АО ""НТС"""
190;53855573;106;66;788;27.10.2022;Прикрытие;"АО ""НТС"""
191;75106930;101;68;788;27.10.2022;Прикрытие;"АО ""НТС"""
192;57018517;92;66;789;27.10.2022;Прикрытие;"АО ""НТС"""
193;57029316;92;66;789;27.10.2022;Прикрытие;ТРАНСОЙЛ
194;51546505;81;65;790;28.10.2022;Прикрытие;РН-Транс
195;51579613;86;65;790;28.10.2022;Прикрытие;РН-Транс
196;73912461;106;66;791;28.10.2022;Прикрытие;"АО ""НТС"""
197;75100669;101;68;791;28.10.2022;Прикрытие;"АО ""НТС"""
198;55324479;90;66;792;28.10.2022;Прикрытие;ТРАНСОЙЛ
199;50683366;66;68;792;28.10.2022;Прикрытие;ТРАНСОЙЛ
200;51580835;72;65;793;29.10.2022;Прикрытие;РН-Транс
201;57384307;66;66;793;29.10.2022;Прикрытие;"АО ""НТС"""
202;75066654;106;66;793;29.10.2022;Прокачка;"АО ""НТС"""
203;57121733;101;68;793;29.10.2022;До ремонта 25 дней;"АО ""НТС"""
204;73025348;90;66;794;29.10.2022;Прикрытие;"АО ""НТС"""
205;56907439;66;66;794;29.10.2022;Прикрытие;"АО ""НТС"""
206;51849230;90;66;795;29.10.2022;Прикрытие;"АО ""НТС"""
207;55321392;90;66;795;29.10.2022;Прикрытие;"АО ""НТС"""
208;58641481;106;66;795;29.10.2022;трос слетел;"АО ""НТС"""
209;56901127;72;66;796;30.10.2022;Прикрытие;"АО ""НТС"""
210;73978926;66;66;796;30.10.2022;Прикрытие;ТРАНСОЙЛ
211;50750793;66;68;797;30.10.2022;Прикрытие;"АО ""НТС"""
212;52137197;106;66;797;30.10.2022;Прикрытие;"АО ""НТС"""
213;75091124;106;66;797;30.10.2022;Тросс слетел;"АО ""НТС"""
214;73971988;66;66;798;30.10.2022;Прикрытие;ТРАНСОЙЛ
215;53926309;85;65;798;30.10.2022;Прикрытие;РН-Транс
216;51527067;72;66;798;30.10.2022;Нет продукта;"АО ""НТС"""
217;51273993;85;65;798;30.10.2022;Нет продукта;РН-Транс
218;51269058;66;66;798;30.10.2022;Нет продукта;ТРАНСОЙЛ
219;57179152;106;66;798;30.10.2022;Нет продукта;ТРАНСОЙЛ
220;51268639;66;66;798;30.10.2022;Нет продукта;"АО ""НТС"""
221;51633261;66;66;799;31.10.2022;Прикрытие;"АО ""НТС"""
222;55323687;90;66;799;31.10.2022;Прикрытие;"АО ""НТС"""
223;73980427;66;66;800;31.10.2022;Прикрытие;"АО ""НТС"""
224;58638164;66;66;800;31.10.2022;Прикрытие;"АО ""НТС"""
225;51752418;62;66;800;31.10.2022;тонкий гребень;"АО ""НТС"""
226;51875763;106;66;800;31.10.2022;нет н/заказов/нет в базе данных;
227;54247796;90;66;800;31.10.2022;нет н/заказов;"АО ""НТС"""
228;50076694;66;68;800;31.10.2022;нет н/заказов/нет в базе данных;
229;54590831;106;66;800;31.10.2022;нет н/заказов;"АО ""НТС"""
1;55948855;90;66;801;01.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
2;75061648;106;66;801;01.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
3;50001643;62;60;802;01.11.2022;ПРИКРЫТИЕ;ЭКЗА
4;51277481;106;66;802;01.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
5;73467680;90;66;803;02.11.2022;ПРИКРЫТИЕ;ТРАНСОЙЛ
6;57019143;92;66;803;02.11.2022;ПРИКРЫТИЕ;ТРАНСОЙЛ
7;57227001;66;66;803;02.11.2022;подножка;"АО ""НТС"""
8;51579902;72;65;804;02.11.2022;ПРИКРЫТИЕ;РН-Транс
9;51049047;62;60;804;02.11.2022;ПРИКРЫТИЕ;Оренбургнефть
10;51900397;62;68,5;805;02.11.2022;ПРИКРЫТИЕ;
11;51554806;72;66;805;02.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
12;51156412;62;68,5;806;03.11.2022;ПРИКРЫТИЕ;РНПК
13;51263051;66;66;806;03.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
14;57408817;106;66;807;03.11.2022;ПРИКРЫТИЕ;ТРАНСОЙЛ
15;75047852;66;66;807;03.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
16;54098454;66;66;807;03.11.2022;ВЫБИТА СПИРАЛЬНАЯЯ ПРУЖИНА;"АО ""НТС"""
17;57777997;72;66;807;03.11.2022;Течь котла;"АО ""НТС"""
18;51527067;72;66;808;03.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
19;51273993;85;65;808;03.11.2022;ПРИКРЫТИЕ;РН-Транс
20;54703152;106;66;809;04.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
21;50939404;106;66;809;04.11.2022;ПРИКРЫТИЕ;ТРАНСОЙЛ
22;50495183;62;66;809;04.11.2022;Выщербина обода колеса;ТРАНСОЙЛ
23;75105668;106;66;810;04.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
24;58277047;106;66;810;04.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
25;75043083;106;66;810;04.11.2022;Не обработан под налив;"АО ""НТС"""
26;51579902;72;65;811;04.11.2022;ПРИКРЫТИЕ;РН-Транс
27;51049047;62;60;811;04.11.2022;ПРИКРЫТИЕ;Оренбургнефть
28;73069718;90;66;812;05.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
29;57096562;101;68;812;05.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
30;57227704;106;66;813;05.11.2022;ПРИКРЫТИЕ;ТРАНСОЙЛ
31;54712567;106;66;813;05.11.2022;ПРИКРЫТИЕ;ТРАНСОЙЛ
32;53866273;90;66;814;05.11.2022;ПРИКРЫТИЕ;ТРАНСОЙЛ
33;75086728;101;68;814;05.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
34;57410565;106;66;815;06.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
35;56907538;66;66;815;06.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
36;51580157;72;65;815;06.11.2022;ПРОСРОЧЕН ДЕП.РЕМ;РН-Транс
37;54726005;66;66;815;06.11.2022;ПРОСРОЧЕН ДЕП.РЕМ;"АО ""НТС"""
38;50614866;79;66;815;06.11.2022;РАКОВИНА БОК.РАМЫ;"АО ""НТС"""
39;57355562;66;66;816;06.11.2022;ПРИКРЫТИЕ;ТРАНСОЙЛ
40;57356180;90;66;816;06.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
41;57777997;72;66;816;06.11.2022;Течь котла;"АО ""НТС"""
42;51884146;66;66;817;06.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
43;57408833;106;66;817;06.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
44;50002799;90;66;818;07.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
45;50526417;72;66;818;07.11.2022;ПРИКРЫТИЕ;ТРАНСОЙЛ
46;75047852;66;66;819;07.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
47;53896015;66;66;819;07.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
48;55946651;106;66;820;07.11.2022;ПРИКРЫТИЕ;ТРАНСОЙЛ
49;57433138;66;66;820;07.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
50;56905235;62;60;820;07.11.2022;РАКОВИНА БОК.РАМЫ;"АО ""НТС"""
51;75047852;66;66;821;08.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
52;53896015;66;66;821;08.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
53;57211328;106;66;821;08.11.2022;Завышение фрикц клина;"АО ""НТС"""
54;57334112;90;66;823;08.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
55;57602393;90;66;823;08.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
56;57113946;90;66;822;08.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
57;55027387;66;66;822;08.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
58;50027960;72;66;822;08.11.2022;РАКОВИНА БОК.РАМЫ;ТРАНСОЙЛ
59;53258208;66;66;824;09.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
60;54792460;66;66;824;09.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
61;51467751;72;26,5;825;09.11.2022;ПРИКРЫТИЕ;
62;55052559;90;27,2;825;09.11.2022;ПРИКРЫТИЕ;
63;51752400;62;66;825;09.11.2022;подножка;
64;75047852;66;66;825;09.11.2022;не оформлен под налив;"АО ""НТС"""
65;50139898;66;68;826;10.11.2022;ПРИКРЫТИЕ;ТРАНСОЙЛ
66;50757368;79;65;826;10.11.2022;ПРИКРЫТИЕ;ТРАНСОЙЛ
67;55947709;106;66;827;10.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
68;51686335;88;66;827;10.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
69;75033308;92;66;828;10.11.2022;ПРИКРЫТИЕ;ТРАНСОЙЛ
70;50542620;66;68;828;10.11.2022;ПРИКРЫТИЕ;ТРАНСОЙЛ
71;54715081;106;66;829;11.11.2022;ПРИКРЫТИЕ;ТРАНСОЙЛ
72;58649526;106;66;829;11.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
73;50103670;106;66;829;11.11.2022;тонкий гребень;"АО ""НТС"""
74;73071979;90;66;830;11.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
75;50504331;72;66;830;11.11.2022;ПРИКРЫТИЕ;ТРАНСОЙЛ
76;57429987;66;66;830;11.11.2022;излом подводящей трубки;ТРАНСОЙЛ
77;73953374;92;66;831;11.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
78;75023705;106;66;831;11.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
79;57216178;66;66;832;12.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
80;73065005;90;66;832;12.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
81;51394138;66;65;833;12.11.2022;ПРИКРЫТИЕ;ТРАНСОЙЛ
82;55947709;106;66;833;12.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
83;51686335;88;66;833;12.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
84;54715081;106;66;834;12.11.2022;ПРИКРЫТИЕ;ТРАНСОЙЛ
85;58649526;106;66;834;12.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
86;50103670;106;66;834;12.11.2022;тонкий гребень;"АО ""НТС"""
87;53970968;72;66;834;12.11.2022;Сверх заявки;"АО ""НТС"""
88;57755399;62;60;834;12.11.2022;Сверх заявки;ТРАНСОЙЛ
89;54073705;72;66;834;12.11.2022;Сверх заявки;"АО ""НТС"""
90;51234946;62;67;834;12.11.2022;Сверх заявки;"АО ""НТС"""
91;51525905;62;66;834;12.11.2022;Сверх заявки;"АО ""НТС"""
